requestid,problem_code,date_initiated,description,category,dispatch_to,address,zone,keymap,zip_code,status,initiated_date,initiated_time
226460,Tree Trim,2025-09-03 03:14 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6767 Bellfort St,  Houston,  Texas,  77087 (Mancuso Neighborhood Library)","6, ZONE",534Y,77087,ROUTE,2025-09-03,03:14 AM
226461,Tree Trim,2025-09-03 05:55 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3902 Scott St,  Houston,  Texas,  77004","6, ZONE",533D,77004,CLOSED,2025-09-03,05:55 AM
226463,Tree Removal,2025-09-03 06:55 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","7714 Camwood St,  Houston,  Texas,  77087","6, ZONE",535N,77087,CLOSED,2025-09-03,06:55 AM
226470,Tree Removal,2025-09-03 08:26 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","10201 Kingspoint,  Houston,  Texas,  77075 (Beverly Hills Park)","6, ZONE",576S,77075,CLOSED,2025-09-03,08:26 AM
226471,Tree Trim,2025-09-03 08:44 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","Quail Burg Ln & Quail Glen Dr,  Missouri City,  Texas,  77489","7, ZONE",610G,77489,CLOSED,2025-09-03,08:44 AM
226473,Tree Removal,2025-09-03 09:15 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","11500 Oxford Glen Ln,  Houston,  Texas,  77099 (PSA - Council District F)","2, ZONE",569B,77099,CLOSED,2025-09-03,09:15 AM
226474,Tree Trim,2025-09-03 09:18 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2118 Bron Holly Dr,  Houston,  Texas,  77018","3, ZONE",452N,77018,CLOSED,2025-09-03,09:18 AM
226475,Tree Removal,2025-09-03 09:31 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8201 N Bayou Dr,  Houston,  Texas,  77017 (Glenbrook Park)","5, ZONE",535Q,77017,CLOSED,2025-09-03,09:31 AM
226482,Tree Trim,2025-09-03 10:21 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","2400 Bay Area Blvd,  Houston,  Texas,  77058","5, ZONE",618L,77058,CLOSED,2025-09-03,10:21 AM
226484,Tree Trim,2025-09-03 12:18 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8400 Hall Rd,  Houston,  Texas,  77075","6, ZONE",575Y,77075,ROUTE,2025-09-03,12:18 PM
226485,Tree Trim,2025-09-03 12:50 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3900 Woodmont Dr,  Houston,  Texas,  77045","7, ZONE",572J,77045,ROUTE,2025-09-03,12:50 PM
226486,Tree Trim,2025-09-03 01:00 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","15 Wynden Oaks Ct,  Houston,  Texas,  77056","2, ZONE",491Q,77056,CLOSED,2025-09-03,01:00 PM
226487,Tree Removal,2025-09-03 01:09 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","2880 Mangum Rd,  Houston,  Texas,  77092","3, ZONE",451R,77092,CLOSED,2025-09-03,01:09 PM
226488,Tree Code Violation,2025-09-03 01:45 PM,Tree Code Violation Inspection,TREEPROTECTION,"UF - JONES, CODY","4701 Dickson St,  Houston,  Texas,  77007","2, ZONE",492M,77007,CLOSED,2025-09-03,01:45 PM
226489,Tree Trim,2025-09-03 02:08 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","100 Calloway St,  Houston,  Texas,  77029","5, ZONE",495U,77029,ROUTE,2025-09-03,02:08 PM
226490,Tree Trim,2025-09-03 02:27 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4100 Blossom St,  Houston,  Texas,  77007","2, ZONE",492M,77007,CLOSED,2025-09-03,02:27 PM
226491,Tree Trim,2025-09-03 02:28 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4102 Blossom St,  Houston,  Texas,  77007","2, ZONE",492M,77007,ROUTE,2025-09-03,02:28 PM
226492,Tree Trim,2025-09-03 02:35 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4104 Blossom St,  Houston,  Texas,  77007","2, ZONE",492M,77007,CLOSED,2025-09-03,02:35 PM
226493,Tree Trim,2025-09-03 02:38 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4106 Blossom St,  Houston,  Texas,  77007","2, ZONE",492M,77007,CLOSED,2025-09-03,02:38 PM
226494,Tree Removal,2025-09-03 03:45 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","4410 T C Jester Blvd,  Houston,  Texas,  77018 (Watonga Park)","3, ZONE",451H,77018,CLOSED,2025-09-03,03:45 PM
226495,Tree Removal,2025-09-03 03:58 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4404 Noble St,  Houston,  Texas,  77020","4, ZONE",494F,77020,CLOSED,2025-09-03,03:58 PM
226496,Tree Trim,2025-09-03 04:12 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","12914 S Coast,  Houston,  Texas,  77047","6, ZONE",573Q,77047,CLOSED,2025-09-03,04:12 PM
226497,Tree Trim,2025-09-03 04:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","S Voss Rd & Westheimer Rd,  Houston,  Texas,  77057","2, ZONE",490V,77063,CLOSED,2025-09-03,04:17 PM
226498,Tree Trim,2025-09-03 04:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2700 Mid Ln,  Houston,  Texas,  77027","2, ZONE",491V,77027,CLOSED,2025-09-03,04:33 PM
226499,Tree Trim,2025-09-03 04:52 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","405 Bomar St,  Houston,  Texas,  77006","2, ZONE",493N,77006,CLOSED,2025-09-03,04:52 PM
226500,Tree Trim,2025-09-03 04:57 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2708 Mid Ln,  Houston,  Texas,  77027","2, ZONE",491V,77027,ROUTE,2025-09-03,04:57 PM
226501,Tree Trim,2025-09-03 05:23 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6599 Court Rd,  Houston,  Texas,  77053","7, ZONE",611A,77053,CLOSED,2025-09-03,05:23 PM
226502,Tree Trim,2025-09-03 05:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3006 Mccrarey Dr,  Houston,  Texas,  77088","3, ZONE",411M,77088,CLOSED,2025-09-03,05:33 PM
226503,Tree Trim,2025-09-03 05:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3905 Rosemont St,  Houston,  Texas,  77051","6, ZONE",533U,77051,ROUTE,2025-09-03,05:33 PM
226504,Tree Removal,2025-09-03 05:48 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5618 Denoron Dr,  Houston,  Texas,  77048","6, ZONE",574K,77048,CLOSED,2025-09-03,05:48 PM
226505,Tree Removal,2025-09-03 05:51 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3300 Hillcroft Ave,  Houston,  Texas,  77057","2, ZONE",490Z,77057,CLOSED,2025-09-03,05:51 PM
226506,Tree Trim,2025-09-03 05:54 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11344 8th St,  Houston,  Texas,  77048","6, ZONE",574K,77048,CLOSED,2025-09-03,05:54 PM
226507,Tree Trim,2025-09-03 05:54 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","101 Rockleigh Pl,  Houston,  Texas,  77017","5, ZONE",535Q,77017,ROUTE,2025-09-03,05:54 PM
226508,Tree Trim,2025-09-03 05:58 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5402 Norhill Blvd,  Houston,  Texas,  77009","3, ZONE",453T,77009,ROUTE,2025-09-03,05:58 PM
226509,Tree Trim,2025-09-03 07:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","E 18th St & Harvard St,  Houston,  Texas,  77008","3, ZONE",453S,77008,CLOSED,2025-09-03,07:33 PM
226510,Tree Removal,2025-09-03 07:37 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","8503 Stroud Dr,  Houston,  Texas,  77036","2, ZONE",530J,77036,CLOSED,2025-09-03,07:37 PM
226511,Tree Trim,2025-09-03 07:46 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Gardenwood Dr & W Lake Houston Pkwy,  Kingwood,  Texas,  77339","4, ZONE",297N,77345,CLOSED,2025-09-03,07:46 PM
226512,Tree Removal,2025-09-03 10:47 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5107 Willowbend Blvd,  Houston,  Texas,  77035","7, ZONE",531Y,77035,ROUTE,2025-09-03,10:47 PM
226513,Tree Removal,2025-09-03 10:51 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5215 Willowbend Blvd,  Houston,  Texas,  77096","7, ZONE",531Y,77096,ROUTE,2025-09-03,10:51 PM
226514,Tree Trim,2025-09-03 11:07 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","6703 Housman St,  Houston,  Texas,  77055","3, ZONE",451Y,77055,CLOSED,2025-09-03,11:07 PM
226515,Tree Removal,2025-09-03 11:51 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","12800 Richmond Ave,  Houston,  Texas,  77082","2, ZONE",488Y,77082,CLOSED,2025-09-03,11:51 PM
226516,Tree Trim,2025-09-04 03:14 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Andrews St & Arthur St,  Houston,  Texas,  77019","2, ZONE",493P,77019,CLOSED,2025-09-04,03:14 AM
226517,Tree Trim,2025-09-04 06:40 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7421 Avenue F,  Houston,  Texas,  77011","5, ZONE",495W,77011,CLOSED,2025-09-04,06:40 AM
226518,Tree Trim,2025-09-04 07:32 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1750 Seamist Dr,  Houston,  Texas,  77008","3, ZONE",452W,77008,ROUTE,2025-09-04,07:32 AM
226519,Tree Trim,2025-09-04 08:02 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1700 Cambridge St,  Houston,  Texas,  77030","7, ZONE",533E,77030,CLOSED,2025-09-04,08:02 AM
226521,Tree Trim,2025-09-04 08:12 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2024 W Tidwell Rd,  Houston,  Texas,  77091","3, ZONE",452A,77091,CLOSED,2025-09-04,08:12 AM
226522,Tree Trim,2025-09-04 09:01 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5006 Andrea St,  Houston,  Texas,  77021","6, ZONE",534N,77021,CLOSED,2025-09-04,09:01 AM
226524,Tree Removal,2025-09-04 09:13 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1813 Hazard St,  Houston,  Texas,  77019","2, ZONE",492R,77019,ROUTE,2025-09-04,09:13 AM
226528,Tree Removal,2025-09-04 09:31 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","8503 Stroud Dr,  Houston,  Texas,  77036","2, ZONE",530J,77036,CLOSED,2025-09-04,09:31 AM
226530,Tree Trim,2025-09-04 09:36 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","8200 W Little York Rd,  Houston,  Texas,  77040","3, ZONE",410U,77040,CLOSED,2025-09-04,09:36 AM
226531,Tree Removal,2025-09-04 09:36 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3610 W Lake Houston Pkwy,  Kingwood,  Texas,  77345 Kingwood Bible Church)","4, ZONE",297X,77345,CLOSED,2025-09-04,09:36 AM
226532,Tree Trim,2025-09-04 09:59 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3570 Rosewood St,  Houston,  Texas,  77004","6, ZONE",533D,77004,CLOSED,2025-09-04,09:59 AM
226536,Tree Trim,2025-09-04 10:08 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1180 Blalock Rd,  Houston,  Texas,  77055","3, ZONE",490C,77055,ROUTE,2025-09-04,10:08 AM
226537,Tree Trim,2025-09-04 10:43 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6698 Capitol St,  Houston,  Texas,  77011","5, ZONE",494Z,77011,CLOSED,2025-09-04,10:43 AM
226540,Tree Removal,2025-09-04 11:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","917 King St,  Houston,  Texas,  77022","4, ZONE",453R,77022,CLOSED,2025-09-04,11:50 AM
226541,Tree Trim,2025-09-04 11:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1500 Bissonnet St,  Houston,  Texas,  77005","7, ZONE",492Z,77006,CLOSED,2025-09-04,11:54 AM
226546,Tree Trim,2025-09-04 12:58 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","9738 Santa Monica Blvd,  Houston,  Texas,  77089","6, ZONE",576W,77089,CLOSED,2025-09-04,12:58 PM
226547,Tree Trim,2025-09-04 01:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4306 Kelley St,  Houston,  Texas,  77026","4, ZONE",454P,77026,CLOSED,2025-09-04,01:17 PM
226548,Tree Removal,2025-09-04 01:35 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","7743 Oak Vista St,  Houston,  Texas,  77087","6, ZONE",535S,77087,CLOSED,2025-09-04,01:35 PM
226549,Tree Trim,2025-09-04 01:36 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1047 E 40th St,  Houston,  Texas,  77022 (McCullough Park)","3, ZONE",453P,77022,ROUTE,2025-09-04,01:36 PM
226550,Tree Trim,2025-09-04 01:47 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8400 Mykawa Rd,  Houston,  Texas,  77048 (FM Law Park)","6, ZONE",574C,77033,CLOSED,2025-09-04,01:47 PM
226551,Tree Trim,2025-09-04 02:20 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","9006 Marinetta Dr,  Houston,  Texas,  77074","7, ZONE",530V,77074,ROUTE,2025-09-04,02:20 PM
226552,Tree Trim,2025-09-04 03:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","1100 St Emanuel St,  Houston,  Texas,  77003","5, ZONE",493R,77003,CLOSED,2025-09-04,03:40 PM
226553,Tree Removal,2025-09-04 03:46 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","500 Mercury Dr,  Houston,  Texas,  77013 (Herman Brown Park)","4, ZONE",496E,77013,CLOSED,2025-09-04,03:46 PM
226554,Tree Trim,2025-09-04 04:21 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7327 Cayton St,  Houston,  Texas,  77061","6, ZONE",575A,77061,CLOSED,2025-09-04,04:21 PM
226555,Tree Removal,2025-09-04 04:32 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6004 Grace Ln,  Houston,  Texas,  77021","6, ZONE",534J,77021,CLOSED,2025-09-04,04:32 PM
226556,Tree Trim,2025-09-04 04:43 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4500 Galesburg St,  Houston,  Texas,  77051","6, ZONE",533Y,77051,ROUTE,2025-09-04,04:43 PM
226557,Tree Trim,2025-09-04 07:15 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","2304 Burkett St,  Houston,  Texas,  77004","6, ZONE",493V,77004,CLOSED,2025-09-04,07:15 PM
226558,Tree Removal,2025-09-04 09:45 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","3112 Mcilhenny St,  Houston,  Texas,  77004","6, ZONE",493Z,77004,CLOSED,2025-09-04,09:45 PM
226560,Tree Trim,2025-09-05 06:46 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5801 Woodway Dr,  Houston,  Texas,  77057 (Tanglewood Park)","2, ZONE",491K,77057,ROUTE,2025-09-05,06:46 AM
226573,Tree Trim,2025-09-05 07:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8199 Barkley Dr,  Houston,  Texas,  77017","5, ZONE",535U,77017,ROUTE,2025-09-05,07:45 AM
226574,Tree Trim,2025-09-05 07:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5302 Allendale Rd,  Houston,  Texas,  77017","5, ZONE",536S,77017,ROUTE,2025-09-05,07:47 AM
226575,Tree Removal,2025-09-05 08:14 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","2855 Mangum Rd,  Houston,  Texas,  77092","3, ZONE",451R,77092,CLOSED,2025-09-05,08:14 AM
226576,Tree Trim,2025-09-05 08:32 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8285 Park Place Blvd,  Houston,  Texas,  77017","5, ZONE",535Q,77017,ROUTE,2025-09-05,08:32 AM
226577,Tree Trim,2025-09-05 08:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","2935 Kevin Ln,  Houston,  Texas,  77043","3, ZONE",450J,77043,ROUTE,2025-09-05,08:45 AM
226578,Tree Removal,2025-09-05 09:09 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8201 N Bayou Dr,  Houston,  Texas,  77017","5, ZONE",535Q,77017,CLOSED,2025-09-05,09:09 AM
226583,Tree Removal,2025-09-05 09:47 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Green River Dr & E Houston Rd,  Houston,  Texas,  77028","4, ZONE",455L,77028,CLOSED,2025-09-05,09:47 AM
226584,Tree Trim,2025-09-05 09:56 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6869 Katy Rd,  Houston,  Texas,  77007","3, ZONE",492A,77024,CLOSED,2025-09-05,09:56 AM
226585,Tree Removal,2025-09-05 10:05 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","729 W 22Nd St,  Houston,  Texas,  77008","3, ZONE",452U,77008,CLOSED,2025-09-05,10:05 AM
226588,Tree Trim,2025-09-05 10:23 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","12631 Hunting Brook Dr,  Houston,  Texas,  77099","2, ZONE",528V,77099,CLOSED,2025-09-05,10:23 AM
226592,Tree Trim,2025-09-05 10:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5600 Caroline St,  Houston,  Texas,  77004","7, ZONE",533A,77030,CLOSED,2025-09-05,10:41 AM
226594,Tree Removal,2025-09-05 10:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2918 Kevin Ln,  Houston,  Texas,  77043","3, ZONE",450J,77043,CLOSED,2025-09-05,10:50 AM
226598,Tree Trim,2025-09-05 11:06 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","301 W Drew St,  Houston,  Texas,  77006","2, ZONE",493N,77006,CLOSED,2025-09-05,11:06 AM
226599,Tree Removal,2025-09-05 11:09 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1902 Potomac Dr,  Houston,  Texas,  77057","2, ZONE",491N,77057,CLOSED,2025-09-05,11:09 AM
226602,Tree Trim,2025-09-05 11:36 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1626 Hill Top Ln,  Kingwood,  Texas,  77339","4, ZONE",336K,77339,CLOSED,2025-09-05,11:36 AM
226605,Tree Trim,2025-09-05 12:53 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7100 Evans St,  Houston,  Texas,  77061","6, ZONE",574D,77061,CLOSED,2025-09-05,12:53 PM
226606,Tree Trim,2025-09-05 01:38 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1725 Albans Rd,  Houston,  Texas,  77005","7, ZONE",532D,77005,CLOSED,2025-09-05,01:38 PM
226607,Tree Trim,2025-09-05 01:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8630 Clarewood,  Houston,  Texas,  77036 (Sharpstown Trail)","2, ZONE",530E,77036,CLOSED,2025-09-05,01:42 PM
226610,Tree Trim,2025-09-05 02:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6619 Hemingway Dr,  Houston,  Texas,  77087","6, ZONE",534Z,77087,ROUTE,2025-09-05,02:14 PM
226613,Tree Trim,2025-09-05 02:29 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11722 Riverview Dr,  Houston,  Texas,  77077","2, ZONE",489J,77077,CLOSED,2025-09-05,02:29 PM
226616,Tree Removal,2025-09-05 02:57 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1898 Airport Blvd,  Houston,  Texas,  77051","7, ZONE",572H,77045,ROUTE,2025-09-05,02:57 PM
226621,Tree Stump Grinding,2025-09-05 03:28 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8902 Ferris Dr,  Houston,  Texas,  77096","7, ZONE",531P,77096,CLOSED,2025-09-05,03:28 PM
226622,Tree Trim,2025-09-05 03:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3918 Woodmont Dr,  Houston,  Texas,  77045","7, ZONE",572J,77045,ROUTE,2025-09-05,03:40 PM
226623,Tree Removal,2025-09-05 03:56 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","262 De Boll St,  Houston,  Texas,  77022","4, ZONE",453G,77022,CLOSED,2025-09-05,03:56 PM
226624,Tree Planting,2025-09-05 03:58 PM,Tree Planting Inspection,TREEPROTECTION,"UF - BHATTARAI, NIMESH","1819 Commerce St,  Houston,  Texas,  77002","1, ZONE",493M,77002,CLOSED,2025-09-05,03:58 PM
226625,Tree Trim,2025-09-05 04:00 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1333 Eldridge Pkwy,  Houston,  Texas,  77077","2, ZONE",488K,77077,CLOSED,2025-09-05,04:00 PM
226627,Tree Trim,2025-09-05 04:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Linn St & Bay St,  Houston,  Texas,  77026","4, ZONE",454W,77026,CLOSED,2025-09-05,04:32 PM
226628,Tree Removal,2025-09-05 04:54 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5030 Indigo St,  Houston,  Texas,  77096","7, ZONE",531Q,77096,CLOSED,2025-09-05,04:54 PM
226629,Tree Trim,2025-09-05 06:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","6121 Hillcroft Ave,  Houston,  Texas,  77081","7, ZONE",531A,77081,CLOSED,2025-09-05,06:30 PM
226630,Tree Trim,2025-09-05 06:45 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","629 Omar St,  Houston,  Texas,  77009","3, ZONE",493B,77009,ROUTE,2025-09-05,06:45 PM
226631,Tree Removal,2025-09-05 08:20 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","603 Avondale St,  Houston,  Texas,  77006","2, ZONE",493S,77006,CLOSED,2025-09-05,08:20 PM
226632,Tree Trim,2025-09-06 03:22 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Quenby St & S Shepherd Dr,  Houston,  Texas,  77005","7, ZONE",532C,77005,ROUTE,2025-09-06,03:22 AM
226633,Tree Trim,2025-09-06 08:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Jewel Ann Dr & Cherry Hollow Ln,  Houston,  Texas,  77082","2, ZONE",488X,77082,CLOSED,2025-09-06,08:53 AM
226634,Tree Trim,2025-09-06 11:00 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Cullen Blvd & Airport Blvd,  Houston,  Texas,  77047","6, ZONE",573H,77047,CLOSED,2025-09-06,11:00 AM
226635,Tree Code Violation,2025-09-06 11:25 AM,Tree Code Violation Inspection,TREEPROTECTION,"UF - JONES, CODY","807 Bomar St,  Houston,  Texas,  77006","2, ZONE",493N,77006,CLOSED,2025-09-06,11:25 AM
226636,Tree Trim,2025-09-06 01:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5710 Lyndhurst Dr,  Houston,  Texas,  77033","6, ZONE",534W,77033,CLOSED,2025-09-06,01:42 PM
226637,Tree Trim,2025-09-06 02:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8230 Woodward St,  Houston,  Texas,  77051","6, ZONE",533T,77051,ROUTE,2025-09-06,02:05 PM
226638,Tree Trim,2025-09-06 02:18 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5119 Porter Ridge Dr,  Houston,  Texas,  77053","7, ZONE",611C,77053,CLOSED,2025-09-06,02:18 PM
226639,Tree Removal,2025-09-06 02:19 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5312 Eigel St,  Houston,  Texas,  77007","2, ZONE",492G,77007,CLOSED,2025-09-06,02:19 PM
226640,Tree Trim,2025-09-06 03:08 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4744 E Ridgecreek Dr,  Houston,  Texas,  77053","7, ZONE",611D,77053,ROUTE,2025-09-06,03:08 PM
226641,Tree Trim,2025-09-06 05:01 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","212 Parkview St,  Houston,  Texas,  77009 (Woodland Park)","3, ZONE",493C,77009,ROUTE,2025-09-06,05:01 PM
226642,Tree Removal,2025-09-06 05:24 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7131 Kernel St,  Houston,  Texas,  77087","5, ZONE",535E,77087,ROUTE,2025-09-06,05:24 PM
226643,Tree Trim,2025-09-06 07:44 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2020 Antoine Dr,  Houston,  Texas,  77055","3, ZONE",451T,77055,CLOSED,2025-09-06,07:44 PM
