workorderid,description,priority,status,submit_to,proj_start_date,proj_finish_date,actual_start,actual_finish,shop,map_page,address,location,category,date_initiated,project,total_cost,comments,zone,request_ids,resolution,sr_problem_code,sr_description,sr_priority,projected_start_date,projected_start_time,projected_finish_date,projected_finish_time,actual_start_date,actual_start_time,actual_finish_date,actual_finish_time,initiated_date,initiated_time
370674,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 10:00:00,2023-12-15 10:00:00,2023-12-01 12:00:00,2023-12-22 12:00:00,C,531S,"Queensloch Dr & Hillcroft Ave, Houston, Texas, 77096","Remove and stump grind one 19"" Mulberry with decay and fungus in esplanade Hollcrofts on a North side of this intersection.",TREEMAINTENANCE,2023-11-15 10:00 AM,FY24 - Prime Trees,231.0,Invoice #150877,"7, ZONE",198871,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,10:00 AM,2023-12-15,10:00 AM,2023-12-01,12:00 PM,2023-12-22,12:00 PM,2023-11-15,10:00 AM
370675,DEBRIS PICK-UP,2,CLOSED,"GSM, CENTRAL",2023-11-15 10:08:00,2023-11-25 10:08:00,2023-11-15 10:08:00,2024-01-13 12:00:00,14,533L,"6722 Lozier St,  Houston,  Texas,  77021",Pick up debris from city tree at address. One hackberry. ,TREEMAINTENANCE,2023-11-15 10:08 AM,,0.0,Completed on 01/13/2024. See email attached.,"6, ZONE",199841,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,10:08 AM,2023-11-25,10:08 AM,2023-11-15,10:08 AM,2024-01-13,12:00 PM,2023-11-15,10:08 AM
370676,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 10:20:00,2023-12-15 10:20:00,2023-11-15 12:00:00,2023-12-10 12:00:00,H,493K,"617 Silver St,  Houston,  Texas,  77007","Prune 40"" bur oak for stop sign obstruction at Lubbock intersection ",TREEMAINTENANCE,2023-11-15 10:20 AM,FY24 - Westco Grounds,100.0,Invoice #68921,"2, ZONE",198644,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,10:20 AM,2023-12-15,10:20 AM,2023-11-15,12:00 PM,2023-12-10,12:00 PM,2023-11-15,10:20 AM
370677,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 10:26:00,2023-12-15 10:26:00,2023-12-01 12:00:00,2024-01-09 12:00:00,D,533C,"2710 Wheeler Ave, Houston, Texas, 77004",Remove declining tree from right of way. ,TREEMAINTENANCE,2023-11-15 10:26 AM,FY24 - Prime Trees,472.5,Invoice #151548,"6, ZONE",198099,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,10:26 AM,2023-12-15,10:26 AM,2023-12-01,12:00 PM,2024-01-09,12:00 PM,2023-11-15,10:26 AM
370678,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 10:28:00,2023-12-15 10:28:00,2023-11-15 12:00:00,2023-11-28 12:00:00,C,531P,"5202 Indigo St,  Houston,  Texas,  77096","Trim the limbs of private 25"" live oak at the corner of the address 14ft above both side 9f street and clear the visibility of street light too. ",TREEMAINTENANCE,2023-11-15 10:28 AM,FY24 - Westco Grounds,100.0,Invoice #66145,"7, ZONE",198613,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,10:28 AM,2023-12-15,10:28 AM,2023-11-15,12:00 PM,2023-11-28,12:00 PM,2023-11-15,10:28 AM
370679,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-11-15 10:57:00,2023-12-15 10:57:00,2023-11-15 10:57:00,2023-11-16 14:55:00,01,454D,"Tidwell Rd & Homestead Rd,  Houston,  Texas,  77016","Remove 5 dead oaks on Tidwell. Across from 3811 Tidwell, across from 4635 Tidwell, across from 5001 Tidwell, across from Shadydale Elementry. One tall dead stump across from 9720 Spaulding on Tidwell.",TREEMAINTENANCE,2023-11-15 10:57 AM,,708.75,Trimmed 25 trees we still need to come back to finish the the rest of the trees,"4, ZONE",199970,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-11-15,10:57 AM,2023-12-15,10:57 AM,2023-11-15,10:57 AM,2023-11-16,02:55 PM,2023-11-15,10:57 AM
370680,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 11:24:00,2023-12-15 11:24:00,2023-12-01 12:00:00,2024-03-16 12:00:00,B,454M,"6710 Finch St,  Houston,  Texas,  77028",Remove and stump grind small 3 ft fungus covered tree on ROW,TREEMAINTENANCE,2023-11-15 11:24 AM,FY24 - Prime Trees,141.75,Invoice #155977,"4, ZONE",199974,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,11:24 AM,2023-12-15,11:24 AM,2023-12-01,12:00 PM,2024-03-16,12:00 PM,2023-11-15,11:24 AM
370681,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-11-15 12:44:00,2024-11-14 12:44:00,2023-11-15 12:44:00,2023-11-15 12:00:00,A,450W,"10101 Long Point Rd,  Houston,  Texas,  77043","12 Live Oak - 4"" caliper ",TREEPLANTING,2023-11-15 12:44 PM,,0.0,"(Copied from Service Request 199290): ""Please see customer's revised plan.""","3, ZONE",199290,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7.0,2023-11-15,12:44 PM,2024-11-14,12:44 PM,2023-11-15,12:44 PM,2023-11-15,12:00 PM,2023-11-15,12:44 PM
370682,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:04:00,2023-12-15 13:04:00,2023-12-04 12:00:00,2023-12-08 12:00:00,J,530B,"7914 Gulfton St,  Houston,  Texas,  77036","Trim low hanging limbs of 35"" live oak in RoW 14ft above the street.",TREEMAINTENANCE,2023-11-15 01:04 PM,FY24 - Westco Grounds,100.0,Invoice #66960,"2, ZONE",198526,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,01:04 PM,2023-12-15,01:04 PM,2023-12-04,12:00 PM,2023-12-08,12:00 PM,2023-11-15,01:04 PM
370683,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:14:00,2023-12-15 13:14:00,2023-12-01 12:00:00,2024-01-20 12:00:00,H,454E,8303 Millicent St (Croyden Gardens Park),Remove willow oak on the side of park next to listed address and willow oak infront of basketball court,TREEMAINTENANCE,2023-11-15 01:14 PM,FY24 - Prime Trees,567.0,Invoice #151818.,"4, ZONE",199961,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,01:14 PM,2023-12-15,01:14 PM,2023-12-01,12:00 PM,2024-01-20,12:00 PM,2023-11-15,01:14 PM
370684,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:18:00,2023-12-15 13:18:00,2023-12-01 12:00:00,2023-12-29 12:00:00,H,454E,8303 Millicent St (Croyden Gardens Park),Trim 2 loblolly pines next to address in park to remove deadwood,TREEMAINTENANCE,2023-11-15 01:18 PM,FY24 - Prime Trees,173.25,Invoice #151548,"4, ZONE",199961,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,01:18 PM,2023-12-15,01:18 PM,2023-12-01,12:00 PM,2023-12-29,12:00 PM,2023-11-15,01:18 PM
370685,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:29:00,2023-11-16 13:29:00,2023-11-28 12:00:00,2023-12-10 12:00:00,C,492V,"1533 Fairview St,  Houston,  Texas,  77006","Prune broken and hanging limb blocking half of street. 15"" tree.",TREEMAINTENANCE,2023-11-15 01:29 PM,FY24 - Westco Grounds,100.0,Invoice #68921,"2, ZONE",199980,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,01:29 PM,2023-11-16,01:29 PM,2023-11-28,12:00 PM,2023-12-10,12:00 PM,2023-11-15,01:29 PM
370686,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:34:00,2023-12-15 13:34:00,2023-12-04 12:00:00,2023-12-22 12:00:00,H,454N,"2525 Lynnfield St,  Houston,  Texas,  77093","Trim 29"" private American sycamore for street clearance in front of address ",TREEMAINTENANCE,2023-11-15 01:34 PM,FY24 - Westco Grounds,100.0,Invoice #67481,"4, ZONE",199817,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-15,01:34 PM,2023-12-15,01:34 PM,2023-12-04,12:00 PM,2023-12-22,12:00 PM,2023-11-15,01:34 PM
370687,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:40:00,2023-12-15 13:40:00,2023-12-01 12:00:00,2023-12-27 12:00:00,J,530D,"6820 Harwin Dr,  Houston,  Texas,  77036",Trim the overgrown limbs if three live 9aks in RoW by this address ,TREEMAINTENANCE,2023-11-15 01:40 PM,FY24 - Prime Trees,220.5,Invoice #151186,"2, ZONE",198542,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,01:40 PM,2023-12-15,01:40 PM,2023-12-01,12:00 PM,2023-12-27,12:00 PM,2023-11-15,01:40 PM
370688,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 13:52:00,2023-12-15 13:52:00,2023-12-01 12:00:00,2023-12-29 12:00:00,H,454N,"2800 Caplin St,  Houston,  Texas,  77026",Trim one private Hackberry for street light obstruction on northeast corner of park and trim 2 live oaks on Jensen side of park for obstruction of park light,TREEMAINTENANCE,2023-11-15 01:52 PM,FY24 - Prime Trees,240.45,Invoice #151548,"4, ZONE",199823,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,01:52 PM,2023-12-15,01:52 PM,2023-12-01,12:00 PM,2023-12-29,12:00 PM,2023-11-15,01:52 PM
370689,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-11-15 14:05:00,2024-11-14 14:05:00,2023-11-15 14:05:00,2023-11-15 12:00:00,K,572P,"14227 McCadden St,  Houston,  Texas,  77045","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2023-11-15 02:05 PM,,0.0,"(Copied from Service Request 199751): ""Please see customer's response.""","7, ZONE",199751,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-11-15,02:05 PM,2024-11-14,02:05 PM,2023-11-15,02:05 PM,2023-11-15,12:00 PM,2023-11-15,02:05 PM
370690,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 15:12:00,2023-12-15 15:12:00,2023-12-01 12:00:00,2023-12-08 12:00:00,B,454X,"Collingsworth St & Sayers St,  Houston,  Texas,  77026",Trim 39 trees from Russell to des chaumes on Collingsworth for street clearance ,TREEMAINTENANCE,2023-11-15 03:12 PM,FY24 - Prime Trees,3095.4,Invoice #150465,"4, ZONE","199869,199870",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,03:12 PM,2023-12-15,03:12 PM,2023-12-01,12:00 PM,2023-12-08,12:00 PM,2023-11-15,03:12 PM
370691,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-15 16:07:00,2023-12-15 16:07:00,2023-12-01 12:00:00,2024-05-07 12:00:00,H,453X,"4036 Norhill blvd,  Houston,  Texas,  77009","Remove and stump grind 39"" sweetgum on corner of address ",TREEMAINTENANCE,2023-11-15 04:07 PM,FY24 - Prime Trees,630.0,Invoice #158856,"3, ZONE",199930,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-15,04:07 PM,2023-12-15,04:07 PM,2023-12-01,12:00 PM,2024-05-07,12:00 PM,2023-11-15,04:07 PM
370692,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2023-11-15 22:22:00,2023-11-25 22:22:00,2023-11-15 22:22:00,2023-11-16 10:10:00,02,493L,"901 Bagby St,  Houston,  Texas,  77002 (City Hall)",Clean out the culvert at City Hall in preparation for the Christmas Tree installation.,TREEMAINTENANCE,2023-11-15 10:22 PM,,0.0,,"1, ZONE",200014,00 - Work completed by in-house or contractor.,Tree Planting,Tree Planting Inspection,5.0,2023-11-15,10:22 PM,2023-11-25,10:22 PM,2023-11-15,10:22 PM,2023-11-16,10:10 AM,2023-11-15,10:22 PM
370693,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 07:13:00,2023-12-16 07:13:00,2023-12-01 12:00:00,2026-06-02 12:00:00,C,492G,"6002 Maxie St,  Houston,  Texas,  77007",Remove and stump grind one dead pecan in RoW by this address. Needs safety precautions and may need to coordinate with Centerpoint Energy as there are electric/Utility wires passing through this tree. ,TREEMAINTENANCE,2023-11-16 07:13 AM,FY26 - Prime Trees,336.0,Invoice #198271.,"2, ZONE","199917,216674",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,07:13 AM,2023-12-16,07:13 AM,2023-12-01,12:00 PM,2026-06-02,12:00 PM,2023-11-16,07:13 AM
370694,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 07:42:00,2023-12-16 07:42:00,2023-12-01 12:00:00,2023-12-14 12:00:00,H,452H,"501 Del Norte St, Houston, Texas, 77018",Trim 2 live oaks infront of address for street clearance and stop sign obstruction ,TREEMAINTENANCE,2023-11-16 07:42 AM,FY24 - Prime Trees,162.75,Invoice #150877,"3, ZONE",199998,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,07:42 AM,2023-12-16,07:42 AM,2023-12-01,12:00 PM,2023-12-14,12:00 PM,2023-11-16,07:42 AM
370695,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 08:05:00,2023-12-16 08:05:00,2023-12-01 12:00:00,2024-01-03 12:00:00,H,453N,"3520 Europa St,  Houston,  Texas,  77022",Remove and stump grind remaining base of fallen oak at address ,TREEMAINTENANCE,2023-11-16 08:05 AM,FY24 - Prime Trees,378.0,Invoice #151186,"3, ZONE",199964,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,08:05 AM,2023-12-16,08:05 AM,2023-12-01,12:00 PM,2024-01-03,12:00 PM,2023-11-16,08:05 AM
370696,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 08:26:00,2023-12-16 08:26:00,2023-12-01 12:00:00,2024-01-20 12:00:00,H,453L,"714 Apache St,  Houston,  Texas,  77022","Remove and stump grind 38"" willow oak infront of address ",TREEMAINTENANCE,2023-11-16 08:26 AM,FY24 - Prime Trees,630.0,Invoice #151818.,"4, ZONE",200000,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,08:26 AM,2023-12-16,08:26 AM,2023-12-01,12:00 PM,2024-01-20,12:00 PM,2023-11-16,08:26 AM
370697,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 08:46:00,2023-12-16 08:46:00,2023-12-04 12:00:00,2023-12-08 12:00:00,C,531N,"5727 Ariel St,  Houston,  Texas,  77096","Prune deadwood and stubs from 25"" and 30"" oaks at front of property ",TREEMAINTENANCE,2023-11-16 08:46 AM,FY24 - Westco Grounds,200.0,Invoice #66960,"7, ZONE",199222,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,08:46 AM,2023-12-16,08:46 AM,2023-12-04,12:00 PM,2023-12-08,12:00 PM,2023-11-16,08:46 AM
370698,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:06:00,2023-12-16 09:06:00,2023-12-04 12:00:00,2023-12-08 12:00:00,C,531N,"5714 Birdwood Rd,  Houston,  Texas,  77096","Prune one 25"" oak for 14ft clearance over the street clearance and to remove deadwood.",TREEMAINTENANCE,2023-11-16 09:06 AM,FY24 - Westco Grounds,100.0,Invoice #66960,"7, ZONE",198960,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:06 AM,2023-12-16,09:06 AM,2023-12-04,12:00 PM,2023-12-08,12:00 PM,2023-11-16,09:06 AM
370699,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:13:00,2023-12-16 09:13:00,2023-12-04 12:00:00,2023-12-22 12:00:00,C,452V,"2312 Ashland St,  Houston,  Texas,  77008","Trim 30"" pecan in front of address for 14ft clearance over the street. ",TREEMAINTENANCE,2023-11-16 09:13 AM,FY24 - Westco Grounds,100.0,Invoice #67481,"3, ZONE",199308,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:13 AM,2023-12-16,09:13 AM,2023-12-04,12:00 PM,2023-12-22,12:00 PM,2023-11-16,09:13 AM
370700,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:15:00,2023-12-16 09:15:00,2023-12-01 12:00:00,2024-01-05 12:00:00,I,495W,"7318 Avenue E,  Houston,  Texas,  77011",Remove dead Magnolia on West side of driveway.,TREEMAINTENANCE,2023-11-16 09:15 AM,FY24 - Prime Trees,157.5,Invoice #151548,"5, ZONE",199231,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,09:15 AM,2023-12-16,09:15 AM,2023-12-01,12:00 PM,2024-01-05,12:00 PM,2023-11-16,09:15 AM
370701,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:26:00,2023-12-16 09:26:00,2023-12-01 12:00:00,2024-01-01 12:00:00,I,494V,"6522 Sherman St,  Houston,  Texas,  77011",Remove declining tree next to driveway. ,TREEMAINTENANCE,2023-11-16 09:26 AM,FY24 - Prime Trees,157.5,Invoice #151186,"5, ZONE",198746,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,09:26 AM,2023-12-16,09:26 AM,2023-12-01,12:00 PM,2024-01-01,12:00 PM,2023-11-16,09:26 AM
370702,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:26:00,2023-12-16 09:26:00,2023-12-01 12:00:00,2023-12-27 12:00:00,C,531N,"5602 Jason St,  Houston,  Texas,  77096","Prune 22"" live oak for street clearance on Mullins side of property ",TREEMAINTENANCE,2023-11-16 09:26 AM,FY24 - Prime Trees,89.25,Invoice #151186,"7, ZONE",199530,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:26 AM,2023-12-16,09:26 AM,2023-12-01,12:00 PM,2023-12-27,12:00 PM,2023-11-16,09:26 AM
370703,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:33:00,2023-12-16 09:33:00,2023-12-01 12:00:00,2023-12-14 12:00:00,C,452V,"429 W 26th St,  Houston,  Texas,  77008",Trim 4 trees from address to Nicholson  and 1 live oak on the south edge for street clearance and roof clearance ,TREEMAINTENANCE,2023-11-16 09:33 AM,FY24 - Prime Trees,430.5,Invoice #150877,"3, ZONE",199175,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:33 AM,2023-12-16,09:33 AM,2023-12-01,12:00 PM,2023-12-14,12:00 PM,2023-11-16,09:33 AM
370704,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:37:00,2023-12-16 09:37:00,2023-12-04 12:00:00,2023-12-22 12:00:00,H,494P,"315 N Bryan St,  Houston,  Texas,  77011","Trim 25"" live oak next to driveway. Trim deadwood and trim to 14' over street. ",TREEMAINTENANCE,2023-11-16 09:37 AM,FY24 - Westco Grounds,100.0,Invoice #67481,"5, ZONE",198742,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:37 AM,2023-12-16,09:37 AM,2023-12-04,12:00 PM,2023-12-22,12:00 PM,2023-11-16,09:37 AM
370705,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:43:00,2023-12-16 09:43:00,2023-12-01 12:00:00,2023-12-14 12:00:00,C,452V,"548 W 27th St,  Houston,  Texas,  77008",Trim 2 live oaks on Lawrence and 1 on w 27th at address for street and sidewalk clearance ,TREEMAINTENANCE,2023-11-16 09:43 AM,FY24 - Prime Trees,231.0,Invoice #150877,"3, ZONE",199441,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:43 AM,2023-12-16,09:43 AM,2023-12-01,12:00 PM,2023-12-14,12:00 PM,2023-11-16,09:43 AM
370706,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:48:00,2023-12-16 09:48:00,2023-12-01 12:00:00,2024-01-17 12:00:00,C,531S,"6011 Rutherglenn Dr,  Houston,  Texas,  77096","Remove and stump grind dead 30"" oak",TREEMAINTENANCE,2023-11-16 09:48 AM,FY24 - Prime Trees,582.75,Invoice #151732,"7, ZONE",199455,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,09:48 AM,2023-12-16,09:48 AM,2023-12-01,12:00 PM,2024-01-17,12:00 PM,2023-11-16,09:48 AM
370707,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 09:57:00,2023-12-16 09:57:00,2023-12-01 12:00:00,2024-01-05 12:00:00,H,494P,"4400 Navigation Blvd,  Houston,  Texas,  77011",At Eastwood and Navigation: trim trees in Western esplanade obstructing view of oncoming traffic and for aesthetics. ,TREEMAINTENANCE,2023-11-16 09:57 AM,FY24 - Prime Trees,346.5,Invoice #151186,"5, ZONE","198703,199687,199851,199852",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,09:57 AM,2023-12-16,09:57 AM,2023-12-01,12:00 PM,2024-01-05,12:00 PM,2023-11-16,09:57 AM
370708,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:10:00,2023-12-16 10:10:00,2023-12-01 12:00:00,2024-01-05 12:00:00,H,494N,"3010 Garrow St, Houston, Texas, 77003",On side of address facing Ennis trim hackberry branches to 14' street clearance,TREEMAINTENANCE,2023-11-16 10:10 AM,FY24 - Prime Trees,84.0,Invoice #151186,"5, ZONE",199055,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:10 AM,2023-12-16,10:10 AM,2023-12-01,12:00 PM,2024-01-05,12:00 PM,2023-11-16,10:10 AM
370709,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:15:00,2024-04-01 10:15:00,2023-12-01 12:00:00,2024-04-29 12:00:00,C,452T,"1330 W 22nd St,  Houston,  Texas,  77008","Remove 32"" red oak infront of address ",TREEMAINTENANCE,2023-11-16 10:15 AM,FY24 - Prime Trees,435.75,Invoice #158055,"3, ZONE",199339,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-11-16,10:15 AM,2024-04-01,10:15 AM,2023-12-01,12:00 PM,2024-04-29,12:00 PM,2023-11-16,10:15 AM
370710,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:16:00,2023-12-16 10:16:00,2023-12-01 12:00:00,2023-12-12 12:00:00,C,492J,"N Picnic Ln & Memorial Dr,  Houston,  Texas,  77007","Tree low hanging limbs of four trees ( obne willow oak, one water oak, one American Elm and oone shumard oak) around the walking fork  on the southwest corner of N Picnic Lane and Memorial Drive. Across 7575 building parking lot. Trim 8ft above trail.",TREEMAINTENANCE,2023-11-16 10:16 AM,FY24 - Prime Trees,309.75,Invoice #150465,"2, ZONE",198772,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:16 AM,2023-12-16,10:16 AM,2023-12-01,12:00 PM,2023-12-12,12:00 PM,2023-11-16,10:16 AM
370711,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:22:00,2023-12-16 10:22:00,2023-12-01 12:00:00,2023-12-29 12:00:00,I,494S,"3214 McKinney St,  Houston,  Texas,  77003",Trim tree next to mailbox to 14' street clearance and 8' clearance from wall. ,TREEMAINTENANCE,2023-11-16 10:22 AM,FY24 - Prime Trees,73.5,Invoice #151186,"5, ZONE",198751,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:22 AM,2023-12-16,10:22 AM,2023-12-01,12:00 PM,2023-12-29,12:00 PM,2023-11-16,10:22 AM
370712,REMOVAL BY IN-HOUSE,2,CLOSED,"GSM, CENTRAL",2023-11-16 10:31:00,2023-12-16 10:31:00,2023-11-16 10:31:00,2024-01-06 12:00:00,I,493V,"1200 Nagle St,  Houston,  Texas,  77003",Remove dead tree at intersection of Nagle and Dallas.,TREEMAINTENANCE,2023-11-16 10:31 AM,,0.0,Completed on 01/06/2024.,"5, ZONE",198109,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:31 AM,2023-12-16,10:31 AM,2023-11-16,10:31 AM,2024-01-06,12:00 PM,2023-11-16,10:31 AM
370713,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:35:00,2023-12-16 10:35:00,2023-12-01 12:00:00,2023-12-13 12:00:00,I,493V,"1200 Nagle St, Houston, Texas, 77003","At intersection of Nagle and Dallas trim Shumard oak to 14' over street, 8' over sidewalk, and to clear obstruction of Eastbound traffic",TREEMAINTENANCE,2023-11-16 10:35 AM,FY24 - Prime Trees,84.0,Invoice #150465,"5, ZONE","198059,198109",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:35 AM,2023-12-16,10:35 AM,2023-12-01,12:00 PM,2023-12-13,12:00 PM,2023-11-16,10:35 AM
370714,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-11-16 10:49:00,2023-12-16 10:49:00,2023-12-01 12:00:00,2025-04-14 10:01:00,C,452X,460 W TC Jester Blvd (Houston Fire Station 11),Trim live oak blocking 2nd  parking lot light on the left when you enter the parking lot  and 2 live oaks for street clearance ,TREEMAINTENANCE,2023-11-16 10:49 AM,,262.5,"(Copied from Service Request 199791): ""Informed contact at the fire station that we do not trim for comm wires, he had additional concern of light being blocked by tree in parking lot, work order. Created for trimming ""","3, ZONE",199791,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-11-16,10:49 AM,2023-12-16,10:49 AM,2023-12-01,12:00 PM,2025-04-14,10:01 AM,2023-11-16,10:49 AM
